Airline,Source,Destination,Total_Stops,Day,Month,Year,Dept_Hour,Dept_Minute,Arr_Hour,Arr_Minute,hoursMinutes,Price
IndiGo,Banglore,Delhi,non-stop,21,3,2019,16,55,19,45,170,6860
IndiGo,Delhi,Cochin,1 stop,1,6,2019,18,35,1,30,415,6628
IndiGo,Banglore,Delhi,non-stop,18,6,2019,10,10,13,0,170,3943
IndiGo,Chennai,Kolkata,non-stop,27,5,2019,7,55,10,15,140,3850
IndiGo,Kolkata,Banglore,non-stop,18,6,2019,20,25,23,10,165,4804
IndiGo,Banglore,Delhi,non-stop,12,4,2019,10,10,13,0,170,4591
IndiGo,Kolkata,Banglore,1 stop,24,5,2019,15,15,20,5,290,5192
IndiGo,Delhi,Cochin,1 stop,24,6,2019,8,30,21,0,750,6093
IndiGo,Kolkata,Banglore,non-stop,27,4,2019,9,35,12,20,165,4804
IndiGo,Delhi,Cochin,1 stop,21,3,2019,7,35,22,20,885,6558
IndiGo,Delhi,Cochin,1 stop,24,6,2019,21,50,3,35,345,5775
IndiGo,Banglore,Delhi,non-stop,21,6,2019,6,5,8,50,165,3943
IndiGo,Mumbai,Hyderabad,non-stop,12,6,2019,1,40,3,10,90,2754
IndiGo,Mumbai,Hyderabad,non-stop,24,5,2019,9,10,10,40,90,5755
IndiGo,Delhi,Cochin,1 stop,15,5,2019,16,0,21,0,300,6069
IndiGo,Kolkata,Banglore,non-stop,3,3,2019,20,25,23,5,160,6038
IndiGo,Delhi,Cochin,non-stop,21,5,2019,5,35,8,50,195,5601
IndiGo,Banglore,Delhi,non-stop,27,6,2019,18,25,21,20,175,4823
IndiGo,Banglore,Delhi,non-stop,24,3,2019,6,0,8,45,165,4777
IndiGo,Delhi,Cochin,non-stop,21,6,2019,5,35,8,50,195,5000
IndiGo,Banglore,Delhi,non-stop,3,4,2019,22,10,1,0,170,3943
IndiGo,Chennai,Kolkata,non-stop,3,3,2019,19,35,21,55,140,7295
IndiGo,Kolkata,Banglore,1 stop,24,3,2019,4,15,9,50,335,4150
IndiGo,Delhi,Cochin,non-stop,3,6,2019,5,35,8,50,195,5601
IndiGo,Mumbai,Hyderabad,non-stop,21,3,2019,12,0,13,25,85,3342
IndiGo,Mumbai,Hyderabad,non-stop,3,6,2019,1,40,3,10,90,2754
IndiGo,Delhi,Cochin,1 stop,12,6,2019,4,55,21,0,965,5894
IndiGo,Banglore,Delhi,non-stop,12,4,2019,13,0,15,50,170,4823
IndiGo,Mumbai,Hyderabad,non-stop,15,6,2019,16,55,18,25,90,3175
IndiGo,Kolkata,Banglore,non-stop,12,5,2019,9,35,12,20,165,4804
IndiGo,Delhi,Cochin,1 stop,21,5,2019,11,55,0,55,780,6282
IndiGo,Delhi,Cochin,non-stop,9,6,2019,14,20,17,35,195,5601
IndiGo,Banglore,Delhi,non-stop,27,5,2019,22,10,1,0,170,3749
IndiGo,Delhi,Cochin,1 stop,18,5,2019,9,15,1,30,975,7503
IndiGo,Chennai,Kolkata,non-stop,12,3,2019,7,55,10,15,140,6297
IndiGo,Banglore,Delhi,non-stop,3,4,2019,21,15,0,15,180,3943
IndiGo,Kolkata,Banglore,non-stop,15,6,2019,9,35,12,10,155,5644
IndiGo,Delhi,Cochin,1 stop,6,3,2019,6,40,22,20,940,6442
IndiGo,Mumbai,Hyderabad,non-stop,15,3,2019,20,5,21,35,90,2754
IndiGo,Mumbai,Hyderabad,non-stop,18,5,2019,21,20,22,50,90,2227
IndiGo,Kolkata,Banglore,non-stop,15,4,2019,9,35,12,20,165,4174
IndiGo,Chennai,Kolkata,non-stop,15,6,2019,7,55,10,15,140,3850
IndiGo,Chennai,Kolkata,non-stop,27,6,2019,5,15,7,40,145,3540
IndiGo,Mumbai,Hyderabad,non-stop,24,5,2019,21,20,22,50,90,2437
IndiGo,Delhi,Cochin,1 stop,27,5,2019,10,35,1,30,895,6104
IndiGo,Mumbai,Hyderabad,non-stop,18,6,2019,6,25,7,55,90,4049
IndiGo,Delhi,Cochin,1 stop,9,4,2019,15,0,1,30,630,6270
IndiGo,Delhi,Cochin,1 stop,1,6,2019,8,30,21,0,750,6416
IndiGo,Mumbai,Hyderabad,non-stop,1,4,2019,9,10,10,40,90,3342
IndiGo,Delhi,Cochin,1 stop,15,6,2019,5,5,16,10,665,6818
IndiGo,Kolkata,Banglore,1 stop,1,4,2019,15,10,20,30,320,8567
IndiGo,Banglore,Delhi,non-stop,24,3,2019,4,0,6,50,170,4777
IndiGo,Mumbai,Hyderabad,non-stop,3,4,2019,16,55,18,25,90,3175
IndiGo,Banglore,Delhi,non-stop,15,6,2019,21,15,0,15,180,3943
IndiGo,Banglore,Delhi,non-stop,15,4,2019,10,10,13,0,170,4423
IndiGo,Delhi,Cochin,1 stop,21,3,2019,8,25,21,0,755,8285
IndiGo,Delhi,Cochin,1 stop,9,6,2019,9,15,21,0,705,6838
IndiGo,Delhi,Cochin,1 stop,27,3,2019,7,30,15,30,480,8574
IndiGo,Banglore,Delhi,non-stop,18,5,2019,18,55,21,50,175,4823
IndiGo,Mumbai,Hyderabad,non-stop,24,3,2019,16,55,18,25,90,3175
IndiGo,Delhi,Cochin,non-stop,3,6,2019,14,25,17,40,195,6015
IndiGo,Kolkata,Banglore,non-stop,6,4,2019,14,25,16,55,150,4174
IndiGo,Delhi,Cochin,1 stop,21,5,2019,18,35,1,30,415,7006
IndiGo,Banglore,Delhi,1 stop,3,3,2019,7,30,12,20,290,6220
IndiGo,Delhi,Cochin,non-stop,15,5,2019,5,35,8,50,195,6015
IndiGo,Banglore,Delhi,non-stop,21,6,2019,19,30,22,15,165,5780
IndiGo,Delhi,Cochin,1 stop,9,6,2019,5,10,10,5,295,6496
IndiGo,Banglore,Delhi,non-stop,15,5,2019,7,10,10,5,175,4823
IndiGo,Banglore,Delhi,non-stop,1,4,2019,1,30,4,15,165,4423
IndiGo,Delhi,Cochin,1 stop,3,4,2019,16,0,21,0,300,5073
IndiGo,Banglore,Delhi,non-stop,27,6,2019,21,15,0,15,180,3943
IndiGo,Kolkata,Banglore,non-stop,3,6,2019,22,15,0,50,155,4804
IndiGo,Mumbai,Hyderabad,non-stop,21,3,2019,21,20,22,45,85,2227
IndiGo,Delhi,Cochin,1 stop,6,3,2019,16,10,22,20,370,7205
IndiGo,Delhi,Cochin,non-stop,15,4,2019,14,25,17,40,195,6015
IndiGo,Kolkata,Banglore,1 stop,3,4,2019,6,15,10,30,255,4226
IndiGo,Delhi,Cochin,1 stop,9,5,2019,23,30,4,35,305,8177
IndiGo,Kolkata,Banglore,1 stop,24,5,2019,19,20,23,45,265,3809
IndiGo,Banglore,Delhi,non-stop,6,4,2019,23,30,2,20,170,4591
IndiGo,Chennai,Kolkata,non-stop,24,6,2019,7,55,10,15,140,3850
IndiGo,Delhi,Cochin,1 stop,3,6,2019,8,35,22,30,835,6442
IndiGo,Banglore,Delhi,1 stop,1,3,2019,16,15,20,35,260,7917
IndiGo,Delhi,Cochin,1 stop,18,5,2019,16,0,1,30,570,7191
IndiGo,Chennai,Kolkata,non-stop,9,3,2019,22,5,0,25,140,6297
IndiGo,Delhi,Cochin,1 stop,24,5,2019,7,30,21,0,810,7006
IndiGo,Banglore,Delhi,non-stop,12,6,2019,7,10,10,5,175,4823
IndiGo,Banglore,Delhi,non-stop,9,4,2019,7,10,10,5,175,4823
IndiGo,Banglore,Delhi,non-stop,1,5,2019,8,30,11,20,170,4823
IndiGo,Banglore,Delhi,non-stop,27,4,2019,20,0,22,50,170,4823
IndiGo,Kolkata,Banglore,1 stop,6,5,2019,19,35,23,15,220,4226
IndiGo,Chennai,Kolkata,non-stop,27,6,2019,22,5,0,25,140,5277
IndiGo,Kolkata,Banglore,1 stop,9,5,2019,18,5,23,30,325,6218
IndiGo,Delhi,Cochin,1 stop,21,5,2019,8,30,21,0,750,7318
IndiGo,Kolkata,Banglore,non-stop,27,5,2019,11,30,14,5,155,5224
IndiGo,Mumbai,Hyderabad,non-stop,18,5,2019,19,5,20,35,90,2754
IndiGo,Banglore,Delhi,non-stop,24,4,2019,1,30,4,15,165,3419
IndiGo,Kolkata,Banglore,non-stop,6,4,2019,4,40,7,15,155,4174
IndiGo,Banglore,Delhi,non-stop,15,5,2019,6,5,8,50,165,4423
IndiGo,Delhi,Cochin,1 stop,15,6,2019,11,55,22,30,635,6442
IndiGo,Delhi,Cochin,1 stop,27,3,2019,4,45,15,30,645,7048
IndiGo,Delhi,Cochin,1 stop,15,5,2019,8,30,21,0,750,7503
IndiGo,Delhi,Cochin,1 stop,12,6,2019,17,30,1,30,480,6104
IndiGo,Banglore,Delhi,non-stop,1,6,2019,7,10,10,5,175,4823
IndiGo,Mumbai,Hyderabad,non-stop,18,6,2019,19,5,20,35,90,2754
IndiGo,Delhi,Cochin,1 stop,12,6,2019,16,0,1,30,570,6316
IndiGo,Banglore,Delhi,non-stop,21,6,2019,22,10,1,0,170,3943
IndiGo,Delhi,Cochin,1 stop,27,3,2019,6,40,15,30,530,8574
IndiGo,Delhi,Cochin,1 stop,9,5,2019,7,35,12,10,275,5054
IndiGo,Kolkata,Banglore,non-stop,27,5,2019,21,25,0,5,160,4804
IndiGo,Mumbai,Hyderabad,non-stop,15,6,2019,6,25,7,55,90,4049
IndiGo,Kolkata,Banglore,non-stop,12,6,2019,20,20,22,55,155,4804
IndiGo,Delhi,Cochin,1 stop,15,4,2019,5,5,16,10,665,6171
IndiGo,Delhi,Cochin,1 stop,3,6,2019,11,25,21,0,575,6093
IndiGo,Kolkata,Banglore,non-stop,12,4,2019,17,15,19,50,155,4174
IndiGo,Mumbai,Hyderabad,non-stop,6,5,2019,2,35,4,5,90,3342
IndiGo,Delhi,Cochin,non-stop,18,4,2019,5,35,8,50,195,6015
IndiGo,Delhi,Cochin,2 stops,9,3,2019,8,35,21,20,765,8146
IndiGo,Banglore,Delhi,non-stop,3,5,2019,4,0,6,50,170,3943
IndiGo,Banglore,Delhi,non-stop,3,6,2019,13,0,15,50,170,3943
IndiGo,Kolkata,Banglore,1 stop,12,5,2019,15,15,20,5,290,5170
IndiGo,Banglore,Delhi,non-stop,21,3,2019,4,0,6,50,170,4777
IndiGo,Mumbai,Hyderabad,non-stop,15,6,2019,9,10,10,40,90,4049
IndiGo,Mumbai,Hyderabad,non-stop,15,3,2019,9,10,10,40,90,4049
IndiGo,Kolkata,Banglore,non-stop,9,5,2019,21,25,0,5,160,4804
IndiGo,Banglore,Delhi,non-stop,9,3,2019,22,20,1,10,170,4377
IndiGo,Banglore,Delhi,non-stop,9,5,2019,18,55,21,50,175,4823
IndiGo,Kolkata,Banglore,non-stop,21,3,2019,14,20,16,55,155,5198
IndiGo,Mumbai,Hyderabad,non-stop,3,5,2019,9,10,10,40,90,5755
IndiGo,Banglore,Delhi,non-stop,3,6,2019,16,55,19,55,180,4823
IndiGo,Delhi,Cochin,1 stop,12,6,2019,16,0,21,0,300,6069
IndiGo,Kolkata,Banglore,non-stop,15,6,2019,4,40,7,15,155,4804
IndiGo,Delhi,Cochin,1 stop,9,6,2019,7,35,22,30,895,6442
IndiGo,Chennai,Kolkata,non-stop,15,3,2019,19,35,21,55,140,6297
IndiGo,Delhi,Cochin,1 stop,27,5,2019,6,40,21,0,860,6526
IndiGo,Banglore,Delhi,non-stop,1,6,2019,16,55,19,45,170,4823
IndiGo,Mumbai,Hyderabad,non-stop,24,6,2019,16,55,18,25,90,3175
IndiGo,Banglore,Delhi,non-stop,18,4,2019,4,0,6,50,170,4423
IndiGo,Kolkata,Banglore,non-stop,15,4,2019,20,20,22,55,155,4174
IndiGo,Kolkata,Banglore,non-stop,27,4,2019,14,25,16,55,150,4804
IndiGo,Mumbai,Hyderabad,non-stop,15,5,2019,20,5,21,40,95,2227
IndiGo,Delhi,Cochin,1 stop,21,3,2019,8,35,16,10,455,6790
IndiGo,Banglore,Delhi,non-stop,9,4,2019,5,30,8,20,170,3943
IndiGo,Kolkata,Banglore,non-stop,6,3,2019,15,20,17,55,155,5618
IndiGo,Banglore,Delhi,non-stop,1,4,2019,6,5,8,50,165,3943
IndiGo,Banglore,Delhi,non-stop,21,6,2019,0,25,3,15,170,3419
IndiGo,Delhi,Cochin,1 stop,21,4,2019,5,10,10,5,295,7074
IndiGo,Delhi,Cochin,1 stop,21,4,2019,6,50,12,10,320,6968
IndiGo,Kolkata,Banglore,non-stop,24,6,2019,20,20,22,55,155,4804
IndiGo,Banglore,Delhi,non-stop,3,4,2019,6,5,8,50,165,4077
IndiGo,Kolkata,Banglore,non-stop,1,5,2019,4,40,7,15,155,4804
IndiGo,Banglore,Delhi,non-stop,6,6,2019,18,55,21,50,175,4990
IndiGo,Kolkata,Banglore,non-stop,1,5,2019,20,20,22,55,155,4804
IndiGo,Banglore,Delhi,non-stop,18,6,2019,0,25,3,15,170,3419
IndiGo,Kolkata,Banglore,2 stops,21,5,2019,6,35,12,10,335,6103
IndiGo,Chennai,Kolkata,non-stop,18,3,2019,22,5,0,25,140,5277
IndiGo,Kolkata,Banglore,non-stop,21,3,2019,5,30,8,20,170,4148
IndiGo,Chennai,Kolkata,non-stop,27,5,2019,14,45,17,5,140,3597
IndiGo,Delhi,Cochin,non-stop,12,5,2019,14,25,17,40,195,5000
IndiGo,Kolkata,Banglore,1 stop,15,4,2019,19,35,23,15,220,4226
IndiGo,Mumbai,Hyderabad,non-stop,12,6,2019,12,0,13,30,90,2754
IndiGo,Kolkata,Banglore,1 stop,6,6,2019,10,30,16,5,335,6301
IndiGo,Kolkata,Banglore,1 stop,6,5,2019,18,5,23,30,325,6218
IndiGo,Chennai,Kolkata,non-stop,1,3,2019,5,15,7,35,140,7295
IndiGo,Kolkata,Banglore,non-stop,15,5,2019,14,25,16,55,150,5224
IndiGo,Delhi,Cochin,1 stop,21,5,2019,20,25,1,30,305,5054
IndiGo,Banglore,Delhi,non-stop,3,3,2019,10,5,13,0,175,7648
IndiGo,Delhi,Cochin,1 stop,15,5,2019,11,25,1,30,845,6979
IndiGo,Banglore,Delhi,non-stop,12,5,2019,10,10,13,0,170,3943
IndiGo,Delhi,Cochin,1 stop,12,6,2019,9,15,21,0,705,6838
IndiGo,Kolkata,Banglore,non-stop,12,3,2019,5,30,8,20,170,4148
IndiGo,Delhi,Cochin,1 stop,15,5,2019,16,0,1,30,570,7923
IndiGo,Banglore,Delhi,non-stop,18,4,2019,21,15,0,15,180,4591
IndiGo,Banglore,Delhi,non-stop,12,5,2019,21,15,0,15,180,3943
IndiGo,Delhi,Cochin,1 stop,9,4,2019,9,15,1,30,975,6573
IndiGo,Chennai,Kolkata,non-stop,15,5,2019,11,35,14,0,145,4332
IndiGo,Delhi,Cochin,non-stop,18,4,2019,14,20,17,35,195,6015
IndiGo,Banglore,Delhi,non-stop,3,6,2019,6,5,8,50,165,3943
IndiGo,Delhi,Cochin,1 stop,21,3,2019,7,35,16,10,515,6558
IndiGo,Kolkata,Banglore,non-stop,21,4,2019,9,35,12,20,165,4804
IndiGo,Kolkata,Banglore,non-stop,1,6,2019,14,25,16,55,150,6064
IndiGo,Delhi,Cochin,1 stop,27,5,2019,8,35,16,10,455,6442
IndiGo,Banglore,Delhi,non-stop,18,5,2019,10,30,13,20,170,3943
IndiGo,Mumbai,Hyderabad,non-stop,15,3,2019,6,20,7,45,85,3342
IndiGo,Mumbai,Hyderabad,non-stop,9,6,2019,9,10,10,40,90,4049
IndiGo,Chennai,Kolkata,non-stop,3,5,2019,5,15,7,40,145,3850
IndiGo,Delhi,Cochin,1 stop,21,3,2019,16,0,21,0,300,6232
IndiGo,Banglore,Delhi,non-stop,9,3,2019,5,30,8,20,170,4777
IndiGo,Delhi,Cochin,1 stop,3,6,2019,6,40,21,0,860,6093
IndiGo,Kolkata,Banglore,non-stop,21,5,2019,15,30,18,5,155,4804
IndiGo,Delhi,Cochin,non-stop,18,3,2019,14,30,17,35,185,5406
IndiGo,Kolkata,Banglore,non-stop,21,4,2019,20,20,22,55,155,4804
IndiGo,Banglore,Delhi,non-stop,3,5,2019,10,10,13,0,170,3943
IndiGo,Delhi,Cochin,1 stop,24,6,2019,17,10,1,30,500,5684
IndiGo,Mumbai,Hyderabad,non-stop,6,5,2019,12,0,13,30,90,2754
IndiGo,Delhi,Cochin,non-stop,27,3,2019,5,35,8,50,195,4729
IndiGo,Banglore,Delhi,non-stop,27,4,2019,7,10,10,5,175,4823
IndiGo,Kolkata,Banglore,non-stop,24,3,2019,15,20,17,55,155,6985
IndiGo,Kolkata,Banglore,non-stop,21,6,2019,22,15,0,50,155,4804
IndiGo,Kolkata,Banglore,non-stop,24,6,2019,17,15,19,50,155,4804
IndiGo,Mumbai,Hyderabad,non-stop,3,3,2019,6,20,7,45,85,4784
IndiGo,Delhi,Cochin,1 stop,21,3,2019,10,45,15,30,285,6218
IndiGo,Kolkata,Banglore,non-stop,6,5,2019,22,15,0,50,155,4804
IndiGo,Banglore,Delhi,non-stop,24,5,2019,1,30,4,15,165,3419
IndiGo,Delhi,Cochin,1 stop,27,6,2019,16,0,1,30,570,6316
IndiGo,Delhi,Cochin,1 stop,9,5,2019,14,20,22,30,490,6704
IndiGo,Delhi,Cochin,1 stop,24,5,2019,10,35,1,30,895,7081
IndiGo,Banglore,Delhi,non-stop,27,4,2019,21,15,0,15,180,3943
IndiGo,Chennai,Kolkata,non-stop,3,6,2019,5,15,7,40,145,3540
IndiGo,Banglore,Delhi,non-stop,18,4,2019,6,5,8,50,165,4591
IndiGo,Delhi,Cochin,1 stop,15,5,2019,6,50,22,30,940,6442
IndiGo,Mumbai,Hyderabad,non-stop,21,5,2019,20,5,21,40,95,2227
IndiGo,Kolkata,Banglore,non-stop,21,3,2019,21,25,0,5,160,4148
IndiGo,Banglore,Delhi,non-stop,24,6,2019,10,10,13,0,170,3943
IndiGo,Banglore,Delhi,non-stop,15,4,2019,23,30,2,20,170,4591
IndiGo,Chennai,Kolkata,non-stop,18,5,2019,19,35,21,55,140,3597
IndiGo,Delhi,Cochin,1 stop,27,5,2019,16,10,22,30,380,6938
IndiGo,Kolkata,Banglore,non-stop,6,3,2019,21,25,0,5,160,4778
IndiGo,Delhi,Cochin,1 stop,9,6,2019,8,30,21,0,750,6838
IndiGo,Banglore,Delhi,non-stop,24,6,2019,8,30,11,20,170,4823
IndiGo,Chennai,Kolkata,non-stop,18,6,2019,11,35,14,0,145,3858
IndiGo,Kolkata,Banglore,non-stop,24,5,2019,22,15,0,50,155,4804
IndiGo,Chennai,Kolkata,non-stop,18,3,2019,11,35,14,0,145,3858
IndiGo,Banglore,Delhi,non-stop,6,6,2019,1,30,4,15,165,3943
IndiGo,Delhi,Cochin,1 stop,27,3,2019,6,40,21,0,860,8784
IndiGo,Chennai,Kolkata,non-stop,24,5,2019,22,5,0,25,140,5277
IndiGo,Delhi,Cochin,non-stop,9,3,2019,5,35,8,50,195,6885
IndiGo,Delhi,Cochin,1 stop,9,6,2019,16,0,1,30,570,6316
IndiGo,Banglore,Delhi,non-stop,1,6,2019,6,5,8,50,165,3943
IndiGo,Kolkata,Banglore,1 stop,24,3,2019,15,10,20,15,305,6762
IndiGo,Kolkata,Banglore,1 stop,6,4,2019,19,20,23,45,265,3480
IndiGo,Kolkata,Banglore,1 stop,21,5,2019,16,35,22,15,340,5268
IndiGo,Banglore,Delhi,non-stop,3,3,2019,18,25,21,20,175,7648
IndiGo,Chennai,Kolkata,non-stop,18,6,2019,13,15,15,35,140,3597
IndiGo,Delhi,Cochin,1 stop,24,6,2019,7,35,16,10,515,6442
IndiGo,Banglore,Delhi,non-stop,15,5,2019,20,0,22,50,170,4823
IndiGo,Banglore,Delhi,non-stop,3,3,2019,10,5,13,0,175,7648
IndiGo,Delhi,Cochin,1 stop,9,5,2019,2,0,7,25,325,6582
IndiGo,Banglore,Delhi,non-stop,1,4,2019,20,0,22,50,170,4823
IndiGo,Delhi,Cochin,1 stop,27,5,2019,7,15,12,30,315,5636
IndiGo,Banglore,Delhi,non-stop,6,6,2019,18,25,21,20,175,4823
IndiGo,Kolkata,Banglore,1 stop,24,4,2019,19,35,23,15,220,4226
IndiGo,Kolkata,Banglore,non-stop,12,4,2019,15,30,18,5,155,4174
IndiGo,Banglore,Delhi,non-stop,15,6,2019,4,0,6,50,170,4423
IndiGo,Mumbai,Hyderabad,non-stop,21,5,2019,6,25,7,55,90,4049
IndiGo,Delhi,Cochin,1 stop,21,5,2019,5,5,12,10,425,6818
IndiGo,Banglore,Delhi,non-stop,27,6,2019,8,30,11,20,170,4823
IndiGo,Banglore,Delhi,non-stop,1,5,2019,13,0,15,50,170,4423
IndiGo,Mumbai,Hyderabad,non-stop,3,3,2019,2,30,4,0,90,4575
IndiGo,Chennai,Kolkata,non-stop,1,5,2019,14,45,17,5,140,3597
IndiGo,Banglore,Delhi,non-stop,21,4,2019,21,15,0,15,180,4423
IndiGo,Delhi,Cochin,1 stop,1,6,2019,9,15,21,0,705,7258
IndiGo,Mumbai,Hyderabad,non-stop,24,6,2019,19,5,20,35,90,2754
IndiGo,Delhi,Cochin,1 stop,9,6,2019,17,5,22,15,310,6493
IndiGo,Kolkata,Banglore,1 stop,24,5,2019,18,5,23,30,325,6218
IndiGo,Delhi,Cochin,1 stop,6,3,2019,7,35,16,10,515,7094
IndiGo,Delhi,Cochin,non-stop,9,6,2019,5,35,8,50,195,5601
IndiGo,Kolkata,Banglore,1 stop,6,4,2019,6,15,10,30,255,4226
IndiGo,Delhi,Cochin,1 stop,27,3,2019,10,45,1,35,890,6628
IndiGo,Banglore,Delhi,non-stop,9,3,2019,4,0,6,50,170,8033
IndiGo,Kolkata,Banglore,non-stop,24,6,2019,15,30,18,5,155,4804
IndiGo,Delhi,Cochin,1 stop,27,5,2019,10,35,21,0,625,6314
IndiGo,Kolkata,Banglore,non-stop,6,4,2019,15,15,17,45,150,4174
IndiGo,Banglore,Delhi,non-stop,6,4,2019,7,10,10,5,175,4823
IndiGo,Kolkata,Banglore,non-stop,27,6,2019,15,15,17,45,150,4804
IndiGo,Banglore,Delhi,non-stop,21,6,2019,7,10,10,5,175,4823
IndiGo,Mumbai,Hyderabad,non-stop,3,6,2019,21,20,22,50,90,2227
IndiGo,Mumbai,Hyderabad,non-stop,15,5,2019,9,10,10,40,90,4575
IndiGo,Delhi,Cochin,1 stop,12,6,2019,2,0,7,25,325,5636
IndiGo,Kolkata,Banglore,non-stop,18,6,2019,15,15,17,45,150,4804
IndiGo,Delhi,Cochin,1 stop,21,3,2019,4,55,12,0,425,6287
IndiGo,Chennai,Kolkata,non-stop,24,5,2019,11,35,14,0,145,4332
IndiGo,Kolkata,Banglore,non-stop,15,6,2019,17,15,19,50,155,4804
IndiGo,Kolkata,Banglore,non-stop,15,6,2019,14,25,16,55,150,4804
IndiGo,Delhi,Cochin,1 stop,21,5,2019,17,10,1,30,500,6794
IndiGo,Mumbai,Hyderabad,non-stop,12,6,2019,19,5,20,35,90,2754
IndiGo,Banglore,Delhi,non-stop,1,5,2019,16,55,19,55,180,4823
IndiGo,Banglore,Delhi,non-stop,3,5,2019,18,25,21,20,175,4823
IndiGo,Banglore,Delhi,non-stop,21,3,2019,1,30,4,15,165,4777
IndiGo,Delhi,Cochin,1 stop,9,6,2019,7,35,12,10,275,5054
IndiGo,Banglore,Delhi,non-stop,15,4,2019,6,5,8,50,165,4423
IndiGo,Kolkata,Banglore,1 stop,15,5,2019,15,15,20,5,290,5380
IndiGo,Delhi,Cochin,1 stop,15,6,2019,17,30,1,30,480,5883
IndiGo,Delhi,Cochin,1 stop,9,3,2019,4,55,12,0,425,6171
IndiGo,Mumbai,Hyderabad,non-stop,21,5,2019,16,55,18,25,90,3175
IndiGo,Delhi,Cochin,1 stop,27,3,2019,7,45,13,40,355,4832
IndiGo,Mumbai,Hyderabad,non-stop,9,5,2019,2,35,4,5,90,2754
IndiGo,Kolkata,Banglore,non-stop,21,4,2019,15,30,18,5,155,4804
IndiGo,Banglore,Delhi,non-stop,9,3,2019,1,30,4,15,165,4545
IndiGo,Chennai,Kolkata,non-stop,9,6,2019,22,5,0,25,140,5277
IndiGo,Delhi,Cochin,1 stop,27,3,2019,11,30,1,35,845,6206
IndiGo,Banglore,Delhi,non-stop,24,3,2019,23,30,2,20,170,6860
IndiGo,Banglore,Delhi,non-stop,12,6,2019,20,0,22,50,170,4823
IndiGo,Delhi,Cochin,1 stop,3,6,2019,6,50,22,30,940,7514
IndiGo,Chennai,Kolkata,non-stop,1,5,2019,7,55,10,15,140,3850
IndiGo,Delhi,Cochin,1 stop,27,6,2019,16,0,21,0,300,6069
IndiGo,Banglore,Delhi,non-stop,3,4,2019,13,0,15,50,170,4077
IndiGo,Kolkata,Banglore,1 stop,9,5,2019,21,0,2,15,315,7605
IndiGo,Mumbai,Hyderabad,non-stop,3,3,2019,19,5,20,30,85,5755
IndiGo,Banglore,Delhi,non-stop,18,3,2019,22,20,1,10,170,4545
IndiGo,Mumbai,Hyderabad,non-stop,6,5,2019,6,25,7,55,90,4049
IndiGo,Banglore,Delhi,1 stop,9,3,2019,17,55,22,55,300,6351
IndiGo,Kolkata,Banglore,1 stop,15,5,2019,21,0,2,15,315,7228
IndiGo,Kolkata,Banglore,non-stop,27,5,2019,15,15,17,45,150,4804
IndiGo,Chennai,Kolkata,non-stop,18,5,2019,11,35,14,0,145,4332
IndiGo,Kolkata,Banglore,1 stop,6,5,2019,8,10,13,0,290,5069
IndiGo,Kolkata,Banglore,non-stop,24,3,2019,15,10,17,45,155,7615
IndiGo,Banglore,Delhi,non-stop,27,5,2019,18,25,21,20,175,4823
IndiGo,Mumbai,Hyderabad,non-stop,27,5,2019,16,55,18,25,90,3175
IndiGo,Delhi,Cochin,1 stop,27,6,2019,6,50,22,30,940,6442
IndiGo,Banglore,Delhi,non-stop,24,6,2019,18,55,21,50,175,4823
IndiGo,Delhi,Cochin,1 stop,27,5,2019,2,0,7,25,325,7164
IndiGo,Mumbai,Hyderabad,non-stop,18,6,2019,2,35,4,5,90,2754
IndiGo,Delhi,Cochin,1 stop,21,3,2019,2,35,8,30,355,8470
IndiGo,Banglore,Delhi,non-stop,3,6,2019,4,0,6,50,170,3943
IndiGo,Kolkata,Banglore,non-stop,6,6,2019,17,15,19,50,155,4804
IndiGo,Banglore,Delhi,non-stop,15,3,2019,20,0,22,55,175,8855
IndiGo,Banglore,Delhi,non-stop,27,6,2019,6,5,8,50,165,3943
IndiGo,Kolkata,Banglore,1 stop,6,5,2019,17,35,22,15,280,5699
IndiGo,Banglore,Delhi,non-stop,9,4,2019,23,30,2,20,170,4591
IndiGo,Delhi,Cochin,1 stop,21,5,2019,6,50,12,10,320,5530
IndiGo,Delhi,Cochin,1 stop,18,5,2019,8,30,21,0,750,7081
IndiGo,Delhi,Cochin,1 stop,1,5,2019,7,30,21,0,810,8542
IndiGo,Banglore,Delhi,non-stop,15,4,2019,16,55,19,55,180,4823
IndiGo,Mumbai,Hyderabad,non-stop,3,3,2019,12,0,13,25,85,5755
IndiGo,Chennai,Kolkata,non-stop,9,3,2019,7,55,10,15,140,6297
IndiGo,Mumbai,Hyderabad,non-stop,24,6,2019,9,10,10,40,90,4049
IndiGo,Banglore,Delhi,non-stop,3,4,2019,8,30,11,20,170,4823
IndiGo,Kolkata,Banglore,non-stop,21,6,2019,14,25,16,55,150,5224
IndiGo,Chennai,Kolkata,non-stop,9,5,2019,13,15,15,35,140,3597
IndiGo,Mumbai,Hyderabad,non-stop,1,4,2019,2,35,4,5,90,2754
IndiGo,Kolkata,Banglore,non-stop,18,5,2019,14,25,16,55,150,5224
IndiGo,Delhi,Cochin,1 stop,9,6,2019,16,0,21,0,300,6069
IndiGo,Banglore,Delhi,non-stop,27,4,2019,0,30,3,25,175,4591
IndiGo,Kolkata,Banglore,non-stop,6,6,2019,14,25,16,55,150,4804
